Year Published,Unit Code,Unit Name,Item,,2023-2024,2022-2023,2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2011 Target,2013 Target
FY2024,1B1-KV-KV1-510,Chemical Sciences Admin,1625,Academic Profnl Headcount,23,23,25,26,28,32,36,34,37,36,,
FY2024,1B1-KV-KV1-510,Chemical Sciences Admin,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KV-KV1-510,Chemical Sciences Admin,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV1-510,Chemical Sciences Admin,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV1-510,Chemical Sciences Admin,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV1-510,Chemical Sciences Admin,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV1-510,Chemical Sciences Admin,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV1-510,Chemical Sciences Admin,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV1-510,Chemical Sciences Admin,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV1-510,Chemical Sciences Admin,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV1-510,Chemical Sciences Admin,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV1-510,Chemical Sciences Admin,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV1-510,Chemical Sciences Admin,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV1-510,Chemical Sciences Admin,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV1-687,Chemical & Biomolecular Engr,1602,Academic Staff Headcount,47,50,41,39,40,37,36,44,40,35,,
FY2024,1B1-KV-KV1-687,Chemical & Biomolecular Engr,1625,Academic Profnl Headcount,5,5,4,5,7,8,5,6,5,5,,
FY2024,1B1-KV-KV1-687,Chemical & Biomolecular Engr,9520,% Sections using ICES,,101.2,77.6,88,,,,,,,,
FY2024,1B1-KV-KV1-687,Chemical & Biomolecular Engr,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV1-687,Chemical & Biomolecular Engr,9560,Top 10% Faculty,,25,35,24,,,,,,,,
FY2024,1B1-KV-KV1-687,Chemical & Biomolecular Engr,9580,Next 20% Faculty,,18,18,31,,,,,,,,
FY2024,1B1-KV-KV1-687,Chemical & Biomolecular Engr,9600,Middle 40% Faculty,,36,33,33,,,,,,,,
FY2024,1B1-KV-KV1-687,Chemical & Biomolecular Engr,9620,Next 20% Faculty,,11,15,11,,,,,,,,
FY2024,1B1-KV-KV1-687,Chemical & Biomolecular Engr,9640,Bottom 10% Faculty,,9,0,0,,,,,,,,
FY2024,1B1-KV-KV1-687,Chemical & Biomolecular Engr,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV1-687,Chemical & Biomolecular Engr,9680,Top 10% TA,,23,15,22,,,,,,,,
FY2024,1B1-KV-KV1-687,Chemical & Biomolecular Engr,9700,Next 20% TA,,15,15,17,,,,,,,,
FY2024,1B1-KV-KV1-687,Chemical & Biomolecular Engr,9720,Middle 40% TA,,38,38,42,,,,,,,,
FY2024,1B1-KV-KV1-687,Chemical & Biomolecular Engr,9740,Next 20% TA,,18,19,17,,,,,,,,
FY2024,1B1-KV-KV1-687,Chemical & Biomolecular Engr,9760,Bottom 10% TA,,8,12,3,,,,,,,,
FY2024,1B1-KV-KV1-XXX,"Chemical Sciences, School of",1602,Academic Staff Headcount,169,163,164,189,198,188,192,205,209,196,,
FY2024,1B1-KV-KV1-XXX,"Chemical Sciences, School of",1625,Academic Profnl Headcount,39,39,39,45,54,60,62,60,63,59,,
FY2024,1B1-KV-KV1-XXX,"Chemical Sciences, School of",9520,% Sections using ICES,,73.6,72.3,53.6,,,,,,,,
FY2024,1B1-KV-KV1-XXX,"Chemical Sciences, School of",9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV1-XXX,"Chemical Sciences, School of",9560,Top 10% Faculty,,23,26,25,,,,,,,,
FY2024,1B1-KV-KV1-XXX,"Chemical Sciences, School of",9580,Next 20% Faculty,,25,29,25,,,,,,,,
FY2024,1B1-KV-KV1-XXX,"Chemical Sciences, School of",9600,Middle 40% Faculty,,34,32,36,,,,,,,,
FY2024,1B1-KV-KV1-XXX,"Chemical Sciences, School of",9620,Next 20% Faculty,,13,11,11,,,,,,,,
FY2024,1B1-KV-KV1-XXX,"Chemical Sciences, School of",9640,Bottom 10% Faculty,,6,2,3,,,,,,,,
FY2024,1B1-KV-KV1-XXX,"Chemical Sciences, School of",9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV1-XXX,"Chemical Sciences, School of",9680,Top 10% TA,,9,8,10,,,,,,,,
FY2024,1B1-KV-KV1-XXX,"Chemical Sciences, School of",9700,Next 20% TA,,13,16,19,,,,,,,,
FY2024,1B1-KV-KV1-XXX,"Chemical Sciences, School of",9720,Middle 40% TA,,40,45,40,,,,,,,,
FY2024,1B1-KV-KV1-XXX,"Chemical Sciences, School of",9740,Next 20% TA,,25,20,21,,,,,,,,
FY2024,1B1-KV-KV1-XXX,"Chemical Sciences, School of",9760,Bottom 10% TA,,12,11,9,,,,,,,,
FY2024,1B1-KV-KV2-292,Evolution Ecology Behavior,1602,Academic Staff Headcount,16,14,16,13,17,19,16,19,17,14,,
FY2024,1B1-KV-KV2-292,Evolution Ecology Behavior,1625,Academic Profnl Headcount,1,1,1,1,1,2,1,2,2,2,,
FY2024,1B1-KV-KV2-292,Evolution Ecology Behavior,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KV-KV2-292,Evolution Ecology Behavior,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV2-292,Evolution Ecology Behavior,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV2-292,Evolution Ecology Behavior,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV2-292,Evolution Ecology Behavior,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV2-292,Evolution Ecology Behavior,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV2-292,Evolution Ecology Behavior,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV2-292,Evolution Ecology Behavior,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV2-292,Evolution Ecology Behavior,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV2-292,Evolution Ecology Behavior,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV2-292,Evolution Ecology Behavior,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV2-292,Evolution Ecology Behavior,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV2-292,Evolution Ecology Behavior,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV2-361,Entomology,1602,Academic Staff Headcount,15,14,18,18,20,18,17,19,31,30,,
FY2024,1B1-KV-KV2-361,Entomology,1625,Academic Profnl Headcount,2,2,3,5,4,3,3,4,10,9,,
FY2024,1B1-KV-KV2-361,Entomology,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KV-KV2-361,Entomology,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV2-361,Entomology,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV2-361,Entomology,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV2-361,Entomology,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV2-361,Entomology,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV2-361,Entomology,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV2-361,Entomology,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV2-361,Entomology,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV2-361,Entomology,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV2-361,Entomology,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV2-361,Entomology,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV2-361,Entomology,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV2-377,Plant Biology,1602,Academic Staff Headcount,24,28,24,27,24,29,25,31,28,25,,
FY2024,1B1-KV-KV2-377,Plant Biology,1625,Academic Profnl Headcount,7,6,5,7,6,6,7,7,8,8,,
FY2024,1B1-KV-KV2-377,Plant Biology,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KV-KV2-377,Plant Biology,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV2-377,Plant Biology,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV2-377,Plant Biology,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV2-377,Plant Biology,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV2-377,Plant Biology,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV2-377,Plant Biology,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV2-377,Plant Biology,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV2-377,Plant Biology,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV2-377,Plant Biology,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV2-377,Plant Biology,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV2-377,Plant Biology,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV2-377,Plant Biology,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV2-383,Integrative Biology Admin,1602,Academic Staff Headcount,11,11,12,13,16,15,14,13,15,17,,
FY2024,1B1-KV-KV2-383,Integrative Biology Admin,1625,Academic Profnl Headcount,7,7,8,9,12,11,11,11,13,12,,
FY2024,1B1-KV-KV2-383,Integrative Biology Admin,9520,% Sections using ICES,,96.4,92.4,79.1,,,,0.8,0.4,1.7,,
FY2024,1B1-KV-KV2-383,Integrative Biology Admin,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV2-383,Integrative Biology Admin,9560,Top 10% Faculty,,4,12,0,,,,,,0,,
FY2024,1B1-KV-KV2-383,Integrative Biology Admin,9580,Next 20% Faculty,,29,27,19,,,,,,0,,
FY2024,1B1-KV-KV2-383,Integrative Biology Admin,9600,Middle 40% Faculty,,46,32,50,,,,,,33,,
FY2024,1B1-KV-KV2-383,Integrative Biology Admin,9620,Next 20% Faculty,,13,19,26,,,,,,67,,
FY2024,1B1-KV-KV2-383,Integrative Biology Admin,9640,Bottom 10% Faculty,,8,9,5,,,,,,0,,
FY2024,1B1-KV-KV2-383,Integrative Biology Admin,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV2-383,Integrative Biology Admin,9680,Top 10% TA,,4,8,7,,,,50,0,50,,
FY2024,1B1-KV-KV2-383,Integrative Biology Admin,9700,Next 20% TA,,17,14,12,,,,50,0,0,,
FY2024,1B1-KV-KV2-383,Integrative Biology Admin,9720,Middle 40% TA,,44,60,39,,,,0,100,50,,
FY2024,1B1-KV-KV2-383,Integrative Biology Admin,9740,Next 20% TA,,22,12,30,,,,0,0,0,,
FY2024,1B1-KV-KV2-383,Integrative Biology Admin,9760,Bottom 10% TA,,12,5,11,,,,0,0,0,,
FY2024,1B1-KV-KV2-XXX,School of Integrative Biology,1602,Academic Staff Headcount,66,67,70,71,77,81,72,82,91,86,,
FY2024,1B1-KV-KV2-XXX,School of Integrative Biology,1625,Academic Profnl Headcount,17,16,17,22,23,22,22,24,33,31,,
FY2024,1B1-KV-KV2-XXX,School of Integrative Biology,9520,% Sections using ICES,,96.4,92.4,79.1,,,,0.8,0.4,1.7,,
FY2024,1B1-KV-KV2-XXX,School of Integrative Biology,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV2-XXX,School of Integrative Biology,9560,Top 10% Faculty,,4,12,0,,,,,,0,,
FY2024,1B1-KV-KV2-XXX,School of Integrative Biology,9580,Next 20% Faculty,,29,27,19,,,,,,0,,
FY2024,1B1-KV-KV2-XXX,School of Integrative Biology,9600,Middle 40% Faculty,,46,32,50,,,,,,33,,
FY2024,1B1-KV-KV2-XXX,School of Integrative Biology,9620,Next 20% Faculty,,13,19,26,,,,,,67,,
FY2024,1B1-KV-KV2-XXX,School of Integrative Biology,9640,Bottom 10% Faculty,,8,9,5,,,,,,0,,
FY2024,1B1-KV-KV2-XXX,School of Integrative Biology,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV2-XXX,School of Integrative Biology,9680,Top 10% TA,,4,8,7,,,,50,0,50,,
FY2024,1B1-KV-KV2-XXX,School of Integrative Biology,9700,Next 20% TA,,17,14,12,,,,50,0,0,,
FY2024,1B1-KV-KV2-XXX,School of Integrative Biology,9720,Middle 40% TA,,44,60,39,,,,0,100,50,,
FY2024,1B1-KV-KV2-XXX,School of Integrative Biology,9740,Next 20% TA,,22,12,30,,,,0,0,0,,
FY2024,1B1-KV-KV2-XXX,School of Integrative Biology,9760,Bottom 10% TA,,12,5,11,,,,0,0,0,,
FY2024,1B1-KV-KV3-415,Molecular & Cell Biol Admin,1602,Academic Staff Headcount,21,20,25,25,25,27,27,28,31,31,,
FY2024,1B1-KV-KV3-415,Molecular & Cell Biol Admin,1625,Academic Profnl Headcount,14,13,19,21,22,23,23,22,24,24,,
FY2024,1B1-KV-KV3-415,Molecular & Cell Biol Admin,9520,% Sections using ICES,,57.2,65.4,84.4,,,,,0.3,0.3,,
FY2024,1B1-KV-KV3-415,Molecular & Cell Biol Admin,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV3-415,Molecular & Cell Biol Admin,9560,Top 10% Faculty,,23,17,17,,,,,100,0,,
FY2024,1B1-KV-KV3-415,Molecular & Cell Biol Admin,9580,Next 20% Faculty,,33,23,28,,,,,0,0,,
FY2024,1B1-KV-KV3-415,Molecular & Cell Biol Admin,9600,Middle 40% Faculty,,35,39,37,,,,,0,100,,
FY2024,1B1-KV-KV3-415,Molecular & Cell Biol Admin,9620,Next 20% Faculty,,7,18,15,,,,,0,0,,
FY2024,1B1-KV-KV3-415,Molecular & Cell Biol Admin,9640,Bottom 10% Faculty,,2,3,3,,,,,0,0,,
FY2024,1B1-KV-KV3-415,Molecular & Cell Biol Admin,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV3-415,Molecular & Cell Biol Admin,9680,Top 10% TA,,11,16,17,,,,,,,,
FY2024,1B1-KV-KV3-415,Molecular & Cell Biol Admin,9700,Next 20% TA,,21,29,31,,,,,,,,
FY2024,1B1-KV-KV3-415,Molecular & Cell Biol Admin,9720,Middle 40% TA,,36,34,38,,,,,,,,
FY2024,1B1-KV-KV3-415,Molecular & Cell Biol Admin,9740,Next 20% TA,,21,14,10,,,,,,,,
FY2024,1B1-KV-KV3-415,Molecular & Cell Biol Admin,9760,Bottom 10% TA,,11,8,5,,,,,,,,
FY2024,1B1-KV-KV3-438,Biochemistry,1602,Academic Staff Headcount,31,26,31,35,36,34,37,45,40,36,,
FY2024,1B1-KV-KV3-438,Biochemistry,1625,Academic Profnl Headcount,10,8,9,12,10,10,8,11,14,14,,
FY2024,1B1-KV-KV3-438,Biochemistry,9520,% Sections using ICES,,66.7,66.7,77.8,,,,,,,,
FY2024,1B1-KV-KV3-438,Biochemistry,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV3-438,Biochemistry,9560,Top 10% Faculty,,25,0,0,,,,,,,,
FY2024,1B1-KV-KV3-438,Biochemistry,9580,Next 20% Faculty,,50,0,33,,,,,,,,
FY2024,1B1-KV-KV3-438,Biochemistry,9600,Middle 40% Faculty,,25,100,67,,,,,,,,
FY2024,1B1-KV-KV3-438,Biochemistry,9620,Next 20% Faculty,,0,0,0,,,,,,,,
FY2024,1B1-KV-KV3-438,Biochemistry,9640,Bottom 10% Faculty,,0,0,0,,,,,,,,
FY2024,1B1-KV-KV3-438,Biochemistry,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV3-438,Biochemistry,9680,Top 10% TA,,50,0,0,,,,,,,,
FY2024,1B1-KV-KV3-438,Biochemistry,9700,Next 20% TA,,50,0,0,,,,,,,,
FY2024,1B1-KV-KV3-438,Biochemistry,9720,Middle 40% TA,,0,100,100,,,,,,,,
FY2024,1B1-KV-KV3-438,Biochemistry,9740,Next 20% TA,,0,0,0,,,,,,,,
FY2024,1B1-KV-KV3-438,Biochemistry,9760,Bottom 10% TA,,0,0,0,,,,,,,,
FY2024,1B1-KV-KV3-584,Cell & Developmental Biology,1602,Academic Staff Headcount,22,23,22,22,29,24,33,35,35,30,,
FY2024,1B1-KV-KV3-584,Cell & Developmental Biology,1625,Academic Profnl Headcount,5,6,5,5,6,4,5,7,5,5,,
FY2024,1B1-KV-KV3-584,Cell & Developmental Biology,9520,% Sections using ICES,,0,0,50,,,,,,,,
FY2024,1B1-KV-KV3-584,Cell & Developmental Biology,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV3-584,Cell & Developmental Biology,9560,Top 10% Faculty,,,,0,,,,,,,,
FY2024,1B1-KV-KV3-584,Cell & Developmental Biology,9580,Next 20% Faculty,,,,0,,,,,,,,
FY2024,1B1-KV-KV3-584,Cell & Developmental Biology,9600,Middle 40% Faculty,,,,100,,,,,,,,
FY2024,1B1-KV-KV3-584,Cell & Developmental Biology,9620,Next 20% Faculty,,,,0,,,,,,,,
FY2024,1B1-KV-KV3-584,Cell & Developmental Biology,9640,Bottom 10% Faculty,,,,0,,,,,,,,
FY2024,1B1-KV-KV3-584,Cell & Developmental Biology,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV3-584,Cell & Developmental Biology,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-584,Cell & Developmental Biology,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-584,Cell & Developmental Biology,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-584,Cell & Developmental Biology,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-584,Cell & Developmental Biology,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-604,Molecular & Integrative Phys,1602,Academic Staff Headcount,28,29,27,27,24,27,32,31,32,32,,
FY2024,1B1-KV-KV3-604,Molecular & Integrative Phys,1625,Academic Profnl Headcount,7,8,8,7,7,7,8,9,9,10,,
FY2024,1B1-KV-KV3-604,Molecular & Integrative Phys,9520,% Sections using ICES,,50,50,0,,,,,,,,
FY2024,1B1-KV-KV3-604,Molecular & Integrative Phys,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV3-604,Molecular & Integrative Phys,9560,Top 10% Faculty,,0,0,,,,,,,,,
FY2024,1B1-KV-KV3-604,Molecular & Integrative Phys,9580,Next 20% Faculty,,0,100,,,,,,,,,
FY2024,1B1-KV-KV3-604,Molecular & Integrative Phys,9600,Middle 40% Faculty,,100,0,,,,,,,,,
FY2024,1B1-KV-KV3-604,Molecular & Integrative Phys,9620,Next 20% Faculty,,0,0,,,,,,,,,
FY2024,1B1-KV-KV3-604,Molecular & Integrative Phys,9640,Bottom 10% Faculty,,0,0,,,,,,,,,
FY2024,1B1-KV-KV3-604,Molecular & Integrative Phys,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV3-604,Molecular & Integrative Phys,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-604,Molecular & Integrative Phys,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-604,Molecular & Integrative Phys,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-604,Molecular & Integrative Phys,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-604,Molecular & Integrative Phys,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-870,Biophysics & Quant Biology,1602,Academic Staff Headcount,1,1,1,1,1,1,1,,,,,
FY2024,1B1-KV-KV3-870,Biophysics & Quant Biology,1625,Academic Profnl Headcount,1,1,1,1,1,1,0,,,,,
FY2024,1B1-KV-KV3-870,Biophysics & Quant Biology,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KV-KV3-870,Biophysics & Quant Biology,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV3-870,Biophysics & Quant Biology,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV3-870,Biophysics & Quant Biology,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV3-870,Biophysics & Quant Biology,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV3-870,Biophysics & Quant Biology,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV3-870,Biophysics & Quant Biology,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV3-870,Biophysics & Quant Biology,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV3-870,Biophysics & Quant Biology,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-870,Biophysics & Quant Biology,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-870,Biophysics & Quant Biology,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-870,Biophysics & Quant Biology,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-870,Biophysics & Quant Biology,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-948,Microbiology,1602,Academic Staff Headcount,38,33,36,35,33,34,35,31,30,31,,
FY2024,1B1-KV-KV3-948,Microbiology,1625,Academic Profnl Headcount,13,14,12,12,12,11,11,9,9,9,,
FY2024,1B1-KV-KV3-948,Microbiology,9520,% Sections using ICES,,100,50,100,,,,,,,,
FY2024,1B1-KV-KV3-948,Microbiology,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV3-948,Microbiology,9560,Top 10% Faculty,,0,0,0,,,,,,,,
FY2024,1B1-KV-KV3-948,Microbiology,9580,Next 20% Faculty,,50,0,0,,,,,,,,
FY2024,1B1-KV-KV3-948,Microbiology,9600,Middle 40% Faculty,,50,100,100,,,,,,,,
FY2024,1B1-KV-KV3-948,Microbiology,9620,Next 20% Faculty,,0,0,0,,,,,,,,
FY2024,1B1-KV-KV3-948,Microbiology,9640,Bottom 10% Faculty,,0,0,0,,,,,,,,
FY2024,1B1-KV-KV3-948,Microbiology,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV3-948,Microbiology,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-948,Microbiology,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-948,Microbiology,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-948,Microbiology,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-948,Microbiology,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV3-XXX,"Molecular & Cell Biol, School",1602,Academic Staff Headcount,141,132,142,145,148,147,165,170,168,160,,
FY2024,1B1-KV-KV3-XXX,"Molecular & Cell Biol, School",1625,Academic Profnl Headcount,50,50,54,58,58,56,55,58,61,62,,
FY2024,1B1-KV-KV3-XXX,"Molecular & Cell Biol, School",9520,% Sections using ICES,,57,64.6,83.4,,,,,0.3,0.2,,
FY2024,1B1-KV-KV3-XXX,"Molecular & Cell Biol, School",9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV3-XXX,"Molecular & Cell Biol, School",9560,Top 10% Faculty,,22,16,15,,,,,100,0,,
FY2024,1B1-KV-KV3-XXX,"Molecular & Cell Biol, School",9580,Next 20% Faculty,,33,22,27,,,,,0,0,,
FY2024,1B1-KV-KV3-XXX,"Molecular & Cell Biol, School",9600,Middle 40% Faculty,,36,42,41,,,,,0,100,,
FY2024,1B1-KV-KV3-XXX,"Molecular & Cell Biol, School",9620,Next 20% Faculty,,7,17,13,,,,,0,0,,
FY2024,1B1-KV-KV3-XXX,"Molecular & Cell Biol, School",9640,Bottom 10% Faculty,,2,3,3,,,,,0,0,,
FY2024,1B1-KV-KV3-XXX,"Molecular & Cell Biol, School",9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV3-XXX,"Molecular & Cell Biol, School",9680,Top 10% TA,,12,16,17,,,,,,,,
FY2024,1B1-KV-KV3-XXX,"Molecular & Cell Biol, School",9700,Next 20% TA,,21,28,31,,,,,,,,
FY2024,1B1-KV-KV3-XXX,"Molecular & Cell Biol, School",9720,Middle 40% TA,,35,34,38,,,,,,,,
FY2024,1B1-KV-KV3-XXX,"Molecular & Cell Biol, School",9740,Next 20% TA,,21,14,10,,,,,,,,
FY2024,1B1-KV-KV3-XXX,"Molecular & Cell Biol, School",9760,Bottom 10% TA,,11,8,5,,,,,,,,
FY2024,1B1-KV-KV4-362,E. Asian Lang & Cultures,1602,Academic Staff Headcount,16,14,13,14,14,13,15,14,15,16,,
FY2024,1B1-KV-KV4-362,E. Asian Lang & Cultures,1625,Academic Profnl Headcount,1,1,1,1,1,1,1,1,2,2,,
FY2024,1B1-KV-KV4-362,E. Asian Lang & Cultures,9520,% Sections using ICES,,49.1,53.6,53.8,43.2,70.4,76.7,90.9,91.5,81.8,,
FY2024,1B1-KV-KV4-362,E. Asian Lang & Cultures,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV4-362,E. Asian Lang & Cultures,9560,Top 10% Faculty,,9,5,10,26,35,22,23,28,6,,
FY2024,1B1-KV-KV4-362,E. Asian Lang & Cultures,9580,Next 20% Faculty,,17,27,20,26,30,31,31,39,37,,
FY2024,1B1-KV-KV4-362,E. Asian Lang & Cultures,9600,Middle 40% Faculty,,35,18,45,42,17,28,34,22,37,,
FY2024,1B1-KV-KV4-362,E. Asian Lang & Cultures,9620,Next 20% Faculty,,13,32,15,5,13,8,6,6,14,,
FY2024,1B1-KV-KV4-362,E. Asian Lang & Cultures,9640,Bottom 10% Faculty,,26,18,10,0,4,11,6,6,6,,
FY2024,1B1-KV-KV4-362,E. Asian Lang & Cultures,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV4-362,E. Asian Lang & Cultures,9680,Top 10% TA,,3,13,3,31,31,29,31,18,33,,
FY2024,1B1-KV-KV4-362,E. Asian Lang & Cultures,9700,Next 20% TA,,10,26,16,25,33,30,26,34,23,,
FY2024,1B1-KV-KV4-362,E. Asian Lang & Cultures,9720,Middle 40% TA,,43,39,35,34,29,27,31,37,25,,
FY2024,1B1-KV-KV4-362,E. Asian Lang & Cultures,9740,Next 20% TA,,37,3,24,9,5,14,9,10,17,,
FY2024,1B1-KV-KV4-362,E. Asian Lang & Cultures,9760,Bottom 10% TA,,7,18,22,0,2,0,3,1,2,,
